2007 NAICS US,2007 NAICS US TITLE,ISIC 4.0,ISIC Revision 4.0 Title,"Notes:  link content based on NAICS definition, entire NAICS industry if blank"
325192,Cyclic Crude and Intermediate Manufacturing,2011,Manufacture of basic chemicals,except coal tar distillates
325193,Ethyl Alcohol Manufacturing,2011,Manufacture of basic chemicals, 
325199,All Other Basic Organic Chemical Manufacturing,2011,Manufacture of basic chemicals,"except synthetic plasticizer compounds, synthetic accelerators, synthetic essential oils, naphthenic acid soaps, and salicylic acid (nonmedicinal)"
325199,All Other Basic Organic Chemical Manufacturing,2029,Manufacture of other chemical products n.e.c.,"synthetic plasticizer compounds, synthetic accelerators, synthetic essential oils, naphthenic acid soaps"
325199,All Other Basic Organic Chemical Manufacturing,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",salicylic acid (nonmedicinal)
325211,Plastics Material and Resin Manufacturing,2013,Manufacture of plastics and synthetic rubber in primary forms, 
325212,Synthetic Rubber Manufacturing,2013,Manufacture of plastics and synthetic rubber in primary forms, 
325221,Cellulosic Organic Fiber Manufacturing,2030,Manufacture of man-made fibres,except cellophane film or sheet
325221,Cellulosic Organic Fiber Manufacturing,2220,Manufacture of plastics products,cellophane film or sheet
325222,Noncellulosic Organic Fiber Manufacturing,2030,Manufacture of man-made fibres, 
325311,Nitrogenous Fertilizer Manufacturing,2012,Manufacture of fertilizers and nitrogen compounds, 
325312,Phosphatic Fertilizer Manufacturing,2011,Manufacture of basic chemicals,phosphoric acid
325312,Phosphatic Fertilizer Manufacturing,2012,Manufacture of fertilizers and nitrogen compounds,except phosphoric acid
325314,Fertilizer (Mixing Only) Manufacturing,2012,Manufacture of fertilizers and nitrogen compounds, 
325320,Pesticide and Other Agricultural Chemical Manufacturing,2021,Manufacture of pesticides and other agrochemical products, 
325411,Medicinal and Botanical Manufacturing,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products", 
325412,Pharmaceutical Preparation Manufacturing,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products", 
325413,In-Vitro Diagnostic Substance Manufacturing,2029,Manufacture of other chemical products n.e.c.,diagnostic reagents 
325413,In-Vitro Diagnostic Substance Manufacturing,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",except diagnostic reagents
325414,Biological Product (except Diagnostic) Manufacturing,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products", 
325510,Paint and Coating Manufacturing,2022,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics", 
325520,Adhesive Manufacturing,2022,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",except glues
325520,Adhesive Manufacturing,2029,Manufacture of other chemical products n.e.c.,glues
325611,Soap and Other Detergent Manufacturing,2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations", 
325612,Polish and Other Sanitation Good Manufacturing,2011,Manufacture of basic chemicals,household lye
325612,Polish and Other Sanitation Good Manufacturing,2021,Manufacture of pesticides and other agrochemical products,household and industrial disinfectants
325612,Polish and Other Sanitation Good Manufacturing,2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations","except household and industrial disinfectants, household lye, and laundry starch"
325612,Polish and Other Sanitation Good Manufacturing,2029,Manufacture of other chemical products n.e.c.,laundry starch
325613,Surface Active Agent Manufacturing,2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations","except leather and textile finishing agents, mordants"
325613,Surface Active Agent Manufacturing,2029,Manufacture of other chemical products n.e.c.,"leather and textile finishing agents, mordants"
325620,Toilet Preparation Manufacturing,2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations", 
325910,Printing Ink Manufacturing,2022,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics", 
325920,Explosives Manufacturing,2029,Manufacture of other chemical products n.e.c., 
325991,Custom Compounding of Purchased Resins,2013,Manufacture of plastics and synthetic rubber in primary forms, 
325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing",2029,Manufacture of other chemical products n.e.c.,except toner cartridges
325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing",2817,Manufacture of office machinery and equipment (except computers and peripheral equipment),toner cartridges
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,2011,Manufacture of basic chemicals,distilled water
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,2022,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",textile dye preparations and other household dye or tinting preparations (except hair)
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations",incense and engine degreasers
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,2029,Manufacture of other chemical products n.e.c.,"except distilled water, textile dye preparations, household dye (except hair) drilling mud compounds, and aerosol packaging"
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,2399,Manufacture of other non-metallic mineral products n.e.c.,drilling mud compounds
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,8292,Packaging activities,aerosol packaging
326111,Plastics Bag and Pouch Manufacturing,2220,Manufacture of plastics products, 
326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,2220,Manufacture of plastics products, 
326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,2220,Manufacture of plastics products, 
326121,Unlaminated Plastics Profile Shape Manufacturing,2220,Manufacture of plastics products, 
326122,Plastics Pipe and Pipe Fitting Manufacturing,2220,Manufacture of plastics products, 
326130,"Laminated Plastics Plate, Sheet (except packaging), and Shape Manufacturing",2220,Manufacture of plastics products, 
326140,Polystyrene Foam Product Manufacturing,2220,Manufacture of plastics products, 
326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,2220,Manufacture of plastics products, 
326160,Plastics Bottle Manufacturing,2220,Manufacture of plastics products, 
326191,Plastics Plumbing Fixture Manufacturing,2220,Manufacture of plastics products, 
326192,Resilient Floor Covering Manufacturing,2220,Manufacture of plastics products, 
326199,All Other Plastics Product Manufacturing,2220,Manufacture of plastics products,"except plastics battery separators, plastics air cargo containers, and plastics counter tops not fabricated at the site of construction"
326199,All Other Plastics Product Manufacturing,2720,Manufacture of batteries and accumulators,plastics battery separators
326199,All Other Plastics Product Manufacturing,2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,plastics air cargo containers
326199,All Other Plastics Product Manufacturing,3100,Manufacture of furniture,"plastics counter tops, not fabricated at the construction site"
326211,Tire Manufacturing (except Retreading),2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,except rubber tire repair materials
326211,Tire Manufacturing (except Retreading),2219,Manufacture of other rubber products,rubber tire repair materials
326212,Tire Retreading,2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres, 
326220,Rubber and Plastics Hose and Belting Manufacturing,2219,Manufacture of other rubber products,except plastics hose and belting
326220,Rubber and Plastics Hose and Belting Manufacturing,2220,Manufacture of plastics products,plastics (reinforced) hose and belting manufacturing
326291,Rubber Product Manufacturing for Mechanical Use,2219,Manufacture of other rubber products, 
326299,All Other Rubber Product Manufacturing,2219,Manufacture of other rubber products,except rubber battery separators
326299,All Other Rubber Product Manufacturing,2720,Manufacture of batteries and accumulators,rubber battery separators
327111,Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing,2392,Manufacture of clay building materials, 
327112,"Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing",2393,Manufacture of other porcelain and ceramic products, 
327113,Porcelain Electrical Supply Manufacturing,2393,Manufacture of other porcelain and ceramic products, 
327121,Brick and Structural Clay Tile Manufacturing,2392,Manufacture of clay building materials, 
327122,Ceramic Wall and Floor Tile Manufacturing,2392,Manufacture of clay building materials, 
327123,Other Structural Clay Product Manufacturing,2392,Manufacture of clay building materials,except adobe bricks and similar articles of fibre cement
327123,Other Structural Clay Product Manufacturing,2395,"Manufacture of articles of concrete, cement and plaster",adobe bricks and similar articles of fibre cement 
327124,Clay Refractory Manufacturing,2391,Manufacture of refractory products, 
327125,Nonclay Refractory Manufacturing,2391,Manufacture of refractory products, 
327211,Flat Glass Manufacturing,2310,Manufacture of glass and glass products, 
327212,Other Pressed and Blown Glass and Glassware Manufacturing,2310,Manufacture of glass and glass products, 
327213,Glass Container Manufacturing,2310,Manufacture of glass and glass products, 
327215,Glass Product Manufacturing Made of Purchased Glass,2310,Manufacture of glass and glass products, 
327310,Cement Manufacturing,2394,"Manufacture of cement, lime and plaster", 
327320,Ready-Mix Concrete Manufacturing,2395,"Manufacture of articles of concrete, cement and plaster", 
327331,Concrete Block and Brick Manufacturing,2395,"Manufacture of articles of concrete, cement and plaster", 
327332,Concrete Pipe Manufacturing,2395,"Manufacture of articles of concrete, cement and plaster", 
327390,Other Concrete Product Manufacturing,2395,"Manufacture of articles of concrete, cement and plaster", 
327410,Lime Manufacturing,2394,"Manufacture of cement, lime and plaster", 
327420,Gypsum Product Manufacturing,2394,"Manufacture of cement, lime and plaster",manufacturing gypsum plaster
327420,Gypsum Product Manufacturing,2395,"Manufacture of articles of concrete, cement and plaster",except manufacturing of gypsum plaster
327910,Abrasive Product Manufacturing,2399,Manufacture of other non-metallic mineral products n.e.c., 
327991,Cut Stone and Cut Stone Product Manufacturing,2396,"Cutting, shaping and finishing of stone", 
327992,Ground or Treated Mineral and Earth Manufacturing,2399,Manufacture of other non-metallic mineral products n.e.c., 
327993,Mineral Wool Manufacturing,2310,Manufacture of glass and glass products,fiberglass insulation products
327993,Mineral Wool Manufacturing,2399,Manufacture of other non-metallic mineral products n.e.c.,except fiberglass insulation products
327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,2395,"Manufacture of articles of concrete, cement and plaster","dry mix mortar, dry mix concrete, stucco, and asbestos cement products"
327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,2399,Manufacture of other non-metallic mineral products n.e.c.,"except dry mix mortar, dry mix concrete, stucco, asbestos cement products, and manufacturing/working but not setting synthetic precious or semiprecious stones for jewelry uses"
327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,3211,Manufacture of jewellery and related articles,manufacturing and working but not setting synthetic precious or semiprecious stones for jewelry uses
331111,Iron and Steel Mills,2410,Manufacture of basic iron and steel, 
331112,Electrometallurgical Ferroalloy Product Manufacturing,2410,Manufacture of basic iron and steel, 
331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,2431,Casting of iron and steel, 
331221,Rolled Steel Shape Manufacturing,2410,Manufacture of basic iron and steel, 
331222,Steel Wire Drawing,2410,Manufacture of basic iron and steel,drawing steel wire from purchased steel
331222,Steel Wire Drawing,2599,Manufacture of other fabricated metal products n.e.c.,"wire products except steel wire, steel wire shopping carts made in drawing plants, and insulated steel wire to be used as a conductor "
331222,Steel Wire Drawing,2732,Manufacture of other electronic and electric wires and cables,"insulated steel cable capable of being used as a conductor, made in steel wire drawing plants"
331222,Steel Wire Drawing,3099,Manufacture of other transport equipment n.e.c.,shopping carts made in wire drawing plants
331311,Alumina Refining,2420,Manufacture of basic precious and other non-ferrous metals, 
331312,Primary Aluminum Production,2420,Manufacture of basic precious and other non-ferrous metals, 
331314,Secondary Smelting and Alloying of Aluminum,2420,Manufacture of basic precious and other non-ferrous metals, 
331315,"Aluminum Sheet, Plate, and Foil Manufacturing",2420,Manufacture of basic precious and other non-ferrous metals, 
331316,Aluminum Extruded Product Manufacturing,2420,Manufacture of basic precious and other non-ferrous metals, 
331319,Other Aluminum Rolling and Drawing,2420,Manufacture of basic precious and other non-ferrous metals,"except aluminum wire products made in drawing plants and insulated aluminum wire capable of being used as a conductor, made in drawing plants"
331319,Other Aluminum Rolling and Drawing,2599,Manufacture of other fabricated metal products n.e.c.,"aluminum wire products, made in drawing plants"
331319,Other Aluminum Rolling and Drawing,2732,Manufacture of other electronic and electric wires and cables,"insulated aluminum wire capable of being used as a conductor, made in wire drawing plants"
331411,Primary Smelting and Refining of Copper,2420,Manufacture of basic precious and other non-ferrous metals, 
331419,Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum),2420,Manufacture of basic precious and other non-ferrous metals, 
331421,"Copper Rolling, Drawing, and Extruding",2420,Manufacture of basic precious and other non-ferrous metals,except copper mechanical wire products made in drawing mills
331421,"Copper Rolling, Drawing, and Extruding",2599,Manufacture of other fabricated metal products n.e.c.,copper mechanical wire products made in drawing mills
331422,Copper Wire (except Mechanical) Drawing,2420,Manufacture of basic precious and other non-ferrous metals,drawing copper wire from purchased wire
331422,Copper Wire (except Mechanical) Drawing,2599,Manufacture of other fabricated metal products n.e.c.,except drawing copper wire from purchased wire and drawing and insulating copper wire capable of being used as a conductor
331422,Copper Wire (except Mechanical) Drawing,2732,Manufacture of other electronic and electric wires and cables,insulated copper wire made in integrated secondary smelting and drawing plants or made from purchased copper in drawing plants
331423,"Secondary Smelting, Refining, and Alloying of Copper",2420,Manufacture of basic precious and other non-ferrous metals, 
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",2420,Manufacture of basic precious and other non-ferrous metals,except other nonferrous wire products made in drawing plants
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",2599,Manufacture of other fabricated metal products n.e.c.,other nonferrous wire products made in drawing plants
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",2420,Manufacture of basic precious and other non-ferrous metals, 
331511,Iron Foundries,2431,Casting of iron and steel,except rolling mill rolls and steel ingot molds
331511,Iron Foundries,2823,Manufacture of machinery for metallurgy,rolling mill rolls and steel ingot molds
331512,Steel Investment Foundries,2431,Casting of iron and steel, 
331513,Steel Foundries (except Investment),2431,Casting of iron and steel, 
331521,Aluminum Die-Casting Foundries,2432,Casting of non-ferrous metals, 
331522,Nonferrous (except Aluminum) Die-Casting Foundries,2432,Casting of non-ferrous metals, 
331524,Aluminum Foundries (except Die-Casting),2432,Casting of non-ferrous metals, 
331525,Copper Foundries (except Die-Casting),2432,Casting of non-ferrous metals, 
331528,Other Nonferrous Foundries (except Die-Casting),2432,Casting of non-ferrous metals, 
332111,Iron and Steel Forging,2591,"Forging, pressing, stamping and roll-forming or metal; powder metallurgy", 
332112,Nonferrous Forging,2591,"Forging, pressing, stamping and roll-forming or metal; powder metallurgy", 
332114,Custom Roll Forming,2591,"Forging, pressing, stamping and roll-forming or metal; powder metallurgy", 
332115,Crown and Closure Manufacturing,2599,Manufacture of other fabricated metal products n.e.c., 
332116,Metal Stamping,2591,"Forging, pressing, stamping and roll-forming or metal; powder metallurgy", 
332117,Powder Metallurgy Part Manufacturing,2591,"Forging, pressing, stamping and roll-forming or metal; powder metallurgy", 
332211,Cutlery and Flatware (except Precious) Manufacturing,2593,"Manufacture of cutlery, hand tools and general hardware", 
332212,Hand and Edge Tool Manufacturing,2593,"Manufacture of cutlery, hand tools and general hardware","except electric soldering irons, mechanical jacks, machinists' precision tools, and non-powered lawn mowers"
332212,Hand and Edge Tool Manufacturing,2790,Manufacture of other electrical equipment,electric hand held soldering irons and soldering guns
332212,Hand and Edge Tool Manufacturing,2816,Manufacture of lifting and handling equipment,jacks (except hydraulic and pneumatic)
332212,Hand and Edge Tool Manufacturing,2819,Manufacture of other general-purpose machinery,"levels, tape measures and similar hand tools, machinists' precision tools (except optical)"
332212,Hand and Edge Tool Manufacturing,2821,Manufacture of agricultural and forestry machinery,"non-powered lawn mowers (e.g., rotary push mowers)"
332213,Saw Blade and Handsaw Manufacturing,2593,"Manufacture of cutlery, hand tools and general hardware", 
332214,"Kitchen Utensil, Pot, and Pan Manufacturing",2599,Manufacture of other fabricated metal products n.e.c.,except kitchen hand sieves
332214,"Kitchen Utensil, Pot, and Pan Manufacturing",3290,Other manufacturing n.e.c.,kitchen hand sieves
332311,Prefabricated Metal Building and Component Manufacturing,2511,Manufacture of structural metal products, 
332312,Fabricated Structural Metal Manufacturing,2511,Manufacture of structural metal products,except prefabricated ship and boat sections
332312,Fabricated Structural Metal Manufacturing,3011,Building of ships and floating structures,prefabricated ship and barge sections
332312,Fabricated Structural Metal Manufacturing,3012,Building of pleasure and sporting boats,prefabricated boat sections
332313,Plate Work Manufacturing,2511,Manufacture of structural metal products,"except platework containers, such as hoppers over 300 liters, reactor containment vessels, laminated crane hooks, ladle bails, and metal plate buoys"
332313,Plate Work Manufacturing,2512,"Manufacture of tanks, reservoirs and containers of metal","metal platework containers over 300 liters, such as hoppers"
332313,Plate Work Manufacturing,2513,"Manufacture of steam generators, except central heating hot water boilers","platework for nuclear reactors, such as reactor containment vessels"
332313,Plate Work Manufacturing,2816,Manufacture of lifting and handling equipment,laminated crane hooks
332313,Plate Work Manufacturing,2823,Manufacture of machinery for metallurgy,ladle bails
332313,Plate Work Manufacturing,3011,Building of ships and floating structures,fabricated metal plate buoys
332321,Metal Window and Door Manufacturing,2511,Manufacture of structural metal products, 
332322,Sheet Metal Work Manufacturing,2511,Manufacture of structural metal products,except sheet metal countertops not fabricated at the site of construction
332322,Sheet Metal Work Manufacturing,2599,Manufacture of other fabricated metal products n.e.c.,sheet metal countertops not fabricated at the site of construction
332323,Ornamental and Architectural Metal Work Manufacturing,2511,Manufacture of structural metal products,except chain ladders
332323,Ornamental and Architectural Metal Work Manufacturing,2599,Manufacture of other fabricated metal products n.e.c.,chain ladders
332410,Power Boiler and Heat Exchanger Manufacturing,2513,"Manufacture of steam generators, except central heating hot water boilers",except heat exchangers
332410,Power Boiler and Heat Exchanger Manufacturing,2819,Manufacture of other general-purpose machinery,heat exchangers
332420,Metal Tank (Heavy Gauge) Manufacturing,2512,"Manufacture of tanks, reservoirs and containers of metal","except autoclaves, fractioning columns, gas absorbers, ladles, annealing pots, smelting pots, retorts, and metal containers for one or more modes of transportation "
332420,Metal Tank (Heavy Gauge) Manufacturing,2819,Manufacture of other general-purpose machinery,"industrial autoclaves, fractioning columns, gas absorbers"
332420,Metal Tank (Heavy Gauge) Manufacturing,2823,Manufacture of machinery for metallurgy,"ladles, annealing pots, smelting pots, retorts, etc. for metallurgy"
332420,Metal Tank (Heavy Gauge) Manufacturing,2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,heavy gauge containers for one or more modes of transportation including tanks for tanker trailers
332431,Metal Can Manufacturing,2599,Manufacture of other fabricated metal products n.e.c., 
332439,Other Metal Container Manufacturing,2512,"Manufacture of tanks, reservoirs and containers of metal","light gauge containers over 300 liters, such as hoppers and bins"
332439,Other Metal Container Manufacturing,2599,Manufacture of other fabricated metal products n.e.c.,except light gauge containers over 300 liters and light gauge metal air cargo containers
332439,Other Metal Container Manufacturing,2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,"air cargo containers, light gauge metal"
332510,Hardware Manufacturing,2593,"Manufacture of cutlery, hand tools and general hardware", 
332611,Spring (Heavy Gauge) Manufacturing,2599,Manufacture of other fabricated metal products n.e.c., 
332612,Spring (Light Gauge) Manufacturing,2599,Manufacture of other fabricated metal products n.e.c., 
332618,Other Fabricated Wire Product Manufacturing,2599,Manufacture of other fabricated metal products n.e.c.,except hand sieves manufacturing
332618,Other Fabricated Wire Product Manufacturing,3290,Other manufacturing n.e.c.,other hand sieves manufacturing
332710,Machine Shops,2592,Treatment and coating of metals; machining, 
332721,Precision Turned Product Manufacturing,2599,Manufacture of other fabricated metal products n.e.c., 
332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",2599,Manufacture of other fabricated metal products n.e.c., 
332811,Metal Heat Treating,2592,Treatment and coating of metals; machining, 
332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",2592,Treatment and coating of metals; machining, 
332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",2592,Treatment and coating of metals; machining, 
332911,Industrial Valve Manufacturing,2813,"Manufacture of other pumps, compressors, taps and valves", 
332912,Fluid Power Valve and Hose Fitting Manufacturing,2410,Manufacture of basic iron and steel,ferrous fluid power hose fittings made from purchased ferrous materials
332912,Fluid Power Valve and Hose Fitting Manufacturing,2420,Manufacture of basic precious and other non-ferrous metals,fluid power hose fittings made from purchased nonferrous metal
332912,Fluid Power Valve and Hose Fitting Manufacturing,2812,Manufacture of fluid power equipment,except ferrous and nonferrous fluid power hose fittings
332913,Plumbing Fixture Fitting and Trim Manufacturing,2220,Manufacture of plastics products,plastics plumbing fixture fittings and trim
332913,Plumbing Fixture Fitting and Trim Manufacturing,2420,Manufacture of basic precious and other non-ferrous metals,"copper pipe fittings (such as copper elbows, unions, and compression fittings)"
332913,Plumbing Fixture Fitting and Trim Manufacturing,2813,"Manufacture of other pumps, compressors, taps and valves",except plastics plumbing fixture fittings and trim and copper pipe fittings
332919,Other Metal Valve and Pipe Fitting Manufacturing,2410,Manufacture of basic iron and steel,"flanges, unions, and other pipe fittings made from purchased pipe"
332919,Other Metal Valve and Pipe Fitting Manufacturing,2813,"Manufacture of other pumps, compressors, taps and valves","aerosol valves, hose nozzles (fire and garden), inline plumbing and heating valves (stops, cut-off etc)"
332919,Other Metal Valve and Pipe Fitting Manufacturing,2819,Manufacture of other general-purpose machinery,lawn sprinklers
332991,Ball and Roller Bearing Manufacturing,2814,"Manufacture of bearings, gears, gearing and drive elements", 
332992,Small Arms Ammunition Manufacturing,1709,Manufacture of other articles of paper and paperboard,ammunition wads
332992,Small Arms Ammunition Manufacturing,2029,Manufacture of other chemical products n.e.c.,small arms percussion caps and primers
332992,Small Arms Ammunition Manufacturing,2520,Manufacture of weapons and ammunition,"except ammunition wads, percussion caps and primers"
332993,Ammunition (except Small Arms) Manufacturing,2029,Manufacture of other chemical products n.e.c.,"detonators, fuses, and primers for ammunition"
332993,Ammunition (except Small Arms) Manufacturing,2520,Manufacture of weapons and ammunition,"except detonators, fuses and primers"
332994,Small Arms Manufacturing,2520,Manufacture of weapons and ammunition, 
332995,Other Ordnance and Accessories Manufacturing,2520,Manufacture of weapons and ammunition, 
332996,Fabricated Pipe and Pipe Fitting Manufacturing,2410,Manufacture of basic iron and steel,"fabricated metal pipe fittings made from purchased pipe, steel"
332996,Fabricated Pipe and Pipe Fitting Manufacturing,2420,Manufacture of basic precious and other non-ferrous metals,pipe and pipe fittings made from purchased other nonferrous metal pipe
332997,Industrial Pattern Manufacturing,2593,"Manufacture of cutlery, hand tools and general hardware", 
332998,Enameled Iron and Metal Sanitary Ware Manufacturing,2599,Manufacture of other fabricated metal products n.e.c., 
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations",soap impregnated metal scouring pads
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,2420,Manufacture of basic precious and other non-ferrous metals,miscellaneous nonferrous metal foil made from purchased foil
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,2593,"Manufacture of cutlery, hand tools and general hardware","saddlery parts, horse bits, shower rods, metal car seals and hand bellows"
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,2599,Manufacture of other fabricated metal products n.e.c.,"except soap impregnated scouring pads, nonferrous metal foils, precious metal foils, hand bellows, horse bits, saddlery parts, and shower rods"
333111,Farm Machinery and Equipment Manufacturing,2813,"Manufacture of other pumps, compressors, taps and valves",farm type windmills
333111,Farm Machinery and Equipment Manufacturing,2818,Manufacture of power-driven hand tools,electric hand held animal hair clippers 
333111,Farm Machinery and Equipment Manufacturing,2821,Manufacture of agricultural and forestry machinery,"except cotton ginning machinery, farm type windmills, electric hand held animal hair clippers, and crop dryers, cream separators and similar of the type used on farms"
333111,Farm Machinery and Equipment Manufacturing,2825,"Manufacture of machinery for food, beverage and tobacco processing","crop dryers, cream separators, etc. of the type used on farms (not the type used in food processing factories)"
333111,Farm Machinery and Equipment Manufacturing,2826,"Manufacture of machinery for textile, apparel and leather production",cotton ginning machinery
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,2818,Manufacture of power-driven hand tools,"powered hand tools for lawn and garden use, such as hedge trimmers and blowers"
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,2821,Manufacture of agricultural and forestry machinery,except powered hand tools for lawn and garden use and garden wagons
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,3099,Manufacture of other transport equipment n.e.c.,garden wagons
333120,Construction Machinery Manufacturing,2593,"Manufacture of cutlery, hand tools and general hardware",construction and surface mining drill bits
333120,Construction Machinery Manufacturing,2816,Manufacture of lifting and handling equipment,construction cranes
333120,Construction Machinery Manufacturing,2818,Manufacture of power-driven hand tools,hand held construction drilling equipment
333120,Construction Machinery Manufacturing,2819,Manufacture of other general-purpose machinery,highway line painting equipment (spraying equipment)
333120,Construction Machinery Manufacturing,2821,Manufacture of agricultural and forestry machinery,logging machinery
333120,Construction Machinery Manufacturing,2824,"Manufacture of machinery for mining, quarrying and construction","except logging machinery, highway lane painting equipment, hand held construction drills, construction cranes, and bits for construction and surface mining drills"
333131,Mining Machinery and Equipment Manufacturing,2593,"Manufacture of cutlery, hand tools and general hardware",underground mining drill bits
333131,Mining Machinery and Equipment Manufacturing,2816,Manufacture of lifting and handling equipment,rotary rail car dumpers
333131,Mining Machinery and Equipment Manufacturing,2818,Manufacture of power-driven hand tools,hand held portable rock drills
333131,Mining Machinery and Equipment Manufacturing,2824,"Manufacture of machinery for mining, quarrying and construction","except mining rail cars, portable rock drills, rotary rail car dumpers, and underground mining drill bits"
333131,Mining Machinery and Equipment Manufacturing,3020,Manufacture of railway locomotives and rolling stock,mining rail cars 
333132,Oil and Gas Field Machinery and Equipment Manufacturing,2824,"Manufacture of machinery for mining, quarrying and construction", 
333210,Sawmill and Woodworking Machinery Manufacturing,2822,Manufacture of metal-forming machinery and machine tools, 
333220,Plastics and Rubber Industry Machinery Manufacturing,2822,Manufacture of metal-forming machinery and machine tools,hard plastic and hard rubber working machinery
333220,Plastics and Rubber Industry Machinery Manufacturing,2829,Manufacture of other special-purpose machinery,except hard plastic and hard rubber working machinery
333291,Paper Industry Machinery Manufacturing,2821,Manufacture of agricultural and forestry machinery,"log debarking machinery, log splitters, and similar"
333291,Paper Industry Machinery Manufacturing ,2829,Manufacture of other special-purpose machinery,except log debarking machinery and log splitters 
333292,Textile Machinery Manufacturing,2819,Manufacture of other general-purpose machinery,calendering machinery for textiles
333292,Textile Machinery Manufacturing,2826,"Manufacture of machinery for textile, apparel and leather production",except calendering machinery for textiles
333293,Printing Machinery and Equipment Manufacturing,2829,Manufacture of other special-purpose machinery, 
333294,Food Product Machinery Manufacturing,2819,Manufacture of other general-purpose machinery,beverage distilling machinery
333294,Food Product Machinery Manufacturing,2825,"Manufacture of machinery for food, beverage and tobacco processing",except beverage distilling machinery
333295,Semiconductor Machinery Manufacturing,2829,Manufacture of other special-purpose machinery, 
333298,All Other Industrial Machinery Manufacturing,2815,"Manufacture of ovens, furnaces and furnace burners",cement kilns and chemical kilns
333298,All Other Industrial Machinery Manufacturing,2819,Manufacture of other general-purpose machinery,distilling equipment except beverage and laboratory types
333298,All Other Industrial Machinery Manufacturing,2822,Manufacture of metal-forming machinery and machine tools,"electroplating machinery; other tools for working stone, glass etc."
333298,All Other Industrial Machinery Manufacturing,2823,Manufacture of machinery for metallurgy,metal casting machinery (except die-casting)
333298,All Other Industrial Machinery Manufacturing,2825,"Manufacture of machinery for food, beverage and tobacco processing",tobacco processing machinery including cigarette making machines
333298,All Other Industrial Machinery Manufacturing,2826,"Manufacture of machinery for textile, apparel and leather production","sewing machines, domestic and industrial types, leather working machinery"
333298,All Other Industrial Machinery Manufacturing,2829,Manufacture of other special-purpose machinery,"except industrial sewing machines, tobacco processing machinery, metal casting machinery, electroplating machinery, cement and chemical kilns, and distilling apparatus except beverage and laboratory types"
